5.99223e-06,1.29535e-05,7.846e-07,0.000176244,4.95663e-06,0.000244427,0.000441262,4.19382e-05,0.000114672,0.000233059,0.000444308,3.93828e-05,0.000127435,7.22814e-09,3.20755e-10,3.16806e-07,8.09338e-07,1.97459e-06,3.5674e-06,0.0210631,9.10789e-11,1.58638e-05,4.94743e-09,6.07788e-14,24,6,43,24,24,
2.1585e-06,7.18759e-05,5.55825e-06,0.000285228,3.01206e-05,9.86476e-06,0.000184949,0.000163152,9.51339e-06,2.32283e-05,0.000187881,0.000130212,6.40919e-06,1.53731e-05,2.05622e-05,2.31429e-05,2.59868e-05,2.95731e-05,3.26676e-05,0.0079177,3.92567e-11,1.74068e-05,2.5173e-05,7.95068e-10,6,6,7,6,6,
1.68365e-05,5.8085e-05,0.0236918,0.001389,0.00190414,0.00042217,0.000368651,9.47456e-05,5.09781e-05,0.000443906,0.000360152,0.000118298,3.3774e-05,1.20737e-06,8.79734e-07,2.54487e-06,4.23551e-06,8.55837e-06,1.4796e-05,0.0127305,1.48307e-11,1.15006e-05,0.00213603,1.93838e-11,10,6,11,10,10,
3.80853e-05,6.92692e-05,0.000195091,0.000920075,0.000870074,0.000784971,0.000420527,0.000193807,0.000163963,0.000809257,0.000405655,0.000182021,0.000155468,1.41972e-05,2.00616e-05,2.37454e-05,2.60406e-05,2.80822e-05,2.88204e-05,0.129085,1.45317e-11,7.00378e-06,7.48802e-05,1.22578e-09,13,6,18,13,13,
2.46269e-05,0.000203425,0.00128729,0.00138308,0.00103937,0.000251357,0.000287495,0.000108165,7.15973e-05,0.00024142,0.000269386,0.000121158,6.32863e-05,2.20352e-06,2.52493e-06,1.05328e-05,1.92285e-05,3.6683e-05,5.85054e-05,0.242953,5.12729e-12,1.4839e-06,0.00016186,5.92773e-11,9,6,10,9,9,
1.12215e-05,6.33212e-06,0.00018473,0.000527032,0.00014385,0.000348127,0.000873763,0.000477807,0.000769284,0.000387615,0.000879522,0.00048254,0.000737279,4.09629e-07,1.06299e-07,5.96306e-07,9.75923e-07,1.77599e-06,2.56872e-06,0.125465,7.37827e-11,6.25989e-06,6.8763e-10,6.19634e-12,13,6,14,13,13,
4.14153e-06,2.04131e-07,2.17192e-05,0.0169976,0.00104807,1.76517e-05,0.000146024,0.000100539,2.51752e-05,1.32964e-05,0.000139908,0.000103206,2.51565e-05,1.89767e-07,1.71813e-06,2.72912e-06,3.60506e-06,4.0691e-06,3.81474e-06,3.38777,7.56428e-12,1.07052e-05,0.0118254,4.91462e-11,10,6,11,10,10,
1.26371e-05,0.000134877,0.000120116,0.00107437,0.000463262,1.86296e-05,0.00021945,0.000170189,7.34468e-05,1.69836e-05,0.000220023,0.000169462,7.22668e-05,5.54923e-06,5.84105e-06,6.72041e-06,7.82651e-06,1.12927e-05,1.7566e-05,0.296726,4.61373e-11,4.26064e-05,9.50488e-05,2.07379e-09,8,6,9,8,8,
6.38465e-06,2.86775e-05,5.6964e-05,0.000160849,3.15821e-05,0.000106608,0.000309665,8.88541e-05,0.000263285,0.000103166,0.000311056,8.64208e-05,0.000261394,1.90302e-06,2.3004e-06,2.96358e-06,3.78621e-06,5.60385e-06,8.16872e-06,0.0877652,2.31294e-12,9.30985e-06,1.4452e-06,1.07187e-11,10,6,11,10,10,
1.09028e-06,4.09788e-05,1.38376e-05,0.000120632,1.00135e-05,0.000271859,4.13092e-05,0.000254569,4.56751e-05,0.00027165,3.94136e-05,0.000256325,4.73939e-05,1.95782e-06,4.27294e-06,4.72446e-06,6.08244e-06,8.21857e-06,1.09566e-05,0.144556,3.72478e-12,1.00431e-05,6.40973e-07,2.32277e-10,9,6,10,9,9,
3.20066e-05,0.000756036,0.0444686,0.000143042,0.0074639,0.000321324,0.000367145,0.000226154,0.000174309,0.000344482,0.000365242,0.000219012,0.000182022,7.72581e-06,1.8179e-05,2.69436e-05,3.63884e-05,5.41909e-05,7.91774e-05,0.0168559,5.51606e-12,3.76082e-06,0.000369268,4.52201e-11,33,6,76,33,33,
4.43827e-05,8.7229e-05,0.0673422,0.000916926,0.0116748,0.000153946,3.49513e-06,0.000218768,0.000105064,0.00010987,1.64687e-05,0.000234123,9.55214e-05,6.36227e-06,1.46518e-05,2.05983e-05,2.5327e-05,3.11514e-05,3.56646e-05,7.03122e-05,7.72595e-11,1.20855e-05,0.00224296,1.20724e-11,5,6,6,5,5,
6.88871e-06,1.54479e-05,0.000281918,5.55558e-05,0.000205879,0.00060157,8.49911e-05,1.63891e-05,0.000347268,0.000600094,0.000119963,5.16778e-05,0.000299201,1.55393e-06,8.14967e-07,1.61293e-06,1.93973e-06,3.03083e-06,4.52884e-06,0.173852,7.93756e-11,3.79575e-06,1.06629e-09,9.12922e-15,31,6,62,31,31,
2.04597e-05,0.00020172,0.000561683,8.43323e-05,0.000433385,0.000844906,0.000157017,0.00021129,0.00034381,0.00085697,0.000165281,0.000219501,0.000352787,1.64409e-06,2.92416e-06,9.01728e-06,1.24958e-05,2.03786e-05,3.15353e-05,0.270334,2.2278e-12,1.12846e-05,6.53718e-05,2.05993e-10,10,6,11,10,10,
6.64856e-06,4.94566e-05,0.000116064,0.000256633,8.85362e-05,3.60262e-05,8.53503e-05,8.96788e-05,0.000157143,3.4058e-05,8.33924e-05,8.84158e-05,0.000158023,7.32122e-07,4.24002e-07,1.97654e-06,2.92865e-06,5.5438e-06,9.26073e-06,0.0531994,2.41343e-12,1.0388e-05,1.54332e-05,2.36191e-10,6,6,7,6,6,
2.70262e-05,7.00501e-05,0.000372162,0.000502859,0.0001268,0.000224246,0.000660072,7.98258e-06,0.000361963,0.000234691,0.000673822,3.56398e-06,0.000312821,5.74786e-07,4.72875e-07,2.12414e-06,4.36373e-06,9.70471e-06,1.69941e-05,0.278542,8.11818e-11,1.02732e-05,6.65862e-08,1.92439e-13,17,6,18,17,17,
1.45551e-06,1.45623e-05,0.00127899,0.000148491,0.000536623,0.000196071,2.03581e-05,2.53453e-05,0.000190257,0.000192153,2.23921e-05,2.6237e-05,0.000190818,4.53299e-07,2.5297e-06,1.85559e-06,2.67405e-06,3.49543e-06,4.40343e-06,0.0214834,2.92376e-12,8.29853e-06,0.000161849,1.01202e-10,7,6,8,7,7,
0.000494749,0.00621462,0.362008,0.0583139,0.131829,0.000594582,0.000335001,0.000105338,0.000159618,8.88939e-05,0.00038845,0.000111815,0.000205649,0.00012367,0.000372618,0.000545094,0.000750632,0.00109638,0.00150319,0.113046,2.60635e-11,4.68626e-06,0.00166917,9.38261e-09,15,6,28,15,15,
6.76648e-07,6.60661e-07,1.54441e-06,6.03778e-06,5.95389e-06,0.00065345,0.000463985,0.000423785,0.000535232,0.000654649,0.000463978,0.000427121,0.000536964,2.14376e-07,1.79111e-07,1.35779e-07,1.09448e-07,6.28299e-08,9.60622e-09,5.87167,7.29273e-11,0.000112427,9.02947e-11,2.03037e-17,24,6,65,24,24,
1.98409e-10,1.10124e-08,1.33853e-08,8.65971e-08,1.12392e-08,3.84943e-06,0.000646008,0.000109837,0.000391808,1.59024e-05,0.00064601,0.000126344,0.000391806,4.28782e-09,5.1508e-09,5.82911e-09,6.23659e-09,6.65009e-09,6.8121e-09,0.152293,5.48774e-11,7.99302e-06,1.64109e-10,2.71413e-11,11,6,12,11,11,
