5.22749e-07,1.49532e-05,0.00035642,0.000678366,0.000846272,0.0538031,3.47099e-11,1.50667e-05,4.274e-05,1.63975e-09,9,6,12,9,9,
1.57996e-06,7.73801e-06,6.8529e-05,0.000119994,0.000140313,0.174254,8.4701e-12,9.95454e-06,1.59253e-06,4.97098e-09,9,6,12,9,9,
1.12239e-06,0.000108515,0.000397775,0.00144663,8.23948e-05,0.035837,6.5001e-11,6.44351e-05,0.000113437,9.85214e-10,16,6,31,16,16,
3.99641e-07,6.59696e-07,0.000280058,4.91355e-05,0.000183596,0.162871,4.70671e-12,1.09607e-05,4.00341e-06,8.95913e-10,8,6,11,8,8,
2.13594e-06,9.19973e-06,9.55669e-05,0.000228512,0.000511448,0.0198324,7.26464e-11,0.000108007,8.95981e-06,1.30738e-10,7,6,10,7,7,
2.41055e-06,8.36202e-05,0.000465951,0.00102522,0.000264102,0.0147876,1.33504e-11,1.12793e-05,5.41679e-05,8.48596e-10,9,6,17,9,9,
9.85054e-07,2.35987e-06,0.000101664,0.000451273,3.91618e-05,0.178013,7.8424e-12,1.33634e-05,1.56472e-05,7.81744e-09,13,6,26,13,13,
1.68581e-06,1.61546e-06,0.000118519,0.000253296,7.49865e-06,0.457365,8.13969e-12,2.14844e-05,4.66177e-06,5.93993e-09,13,6,28,13,13,
5.49629e-07,1.18263e-06,0.000911612,0.000119055,0.000438122,0.0368898,2.41929e-12,6.02524e-05,6.34569e-05,7.3974e-09,6,6,7,6,6,
1.26071e-07,1.16091e-06,9.98348e-05,4.79466e-07,0.000150532,0.0236176,6.43792e-12,1.34633e-05,1.00793e-06,1.58776e-09,12,6,25,12,12,
5.62892e-06,2.99964e-06,0.0172282,0.00564829,0.0018402,0.369078,2.60295e-11,1.10444e-05,0.000721724,2.1127e-09,9,6,12,9,9,
1.13941e-06,2.82964e-05,0.000412624,0.00118132,0.000221859,0.176,2.17667e-12,5.46854e-06,6.65186e-05,1.00292e-09,17,6,44,17,17,
4.28451e-07,3.97444e-06,0.000371633,4.07521e-06,0.000190027,0.0317564,2.15303e-12,3.88697e-06,9.61583e-06,2.5265e-09,25,6,66,25,25,
1.43172e-06,1.09303e-05,9.38629e-05,0.000816597,4.79828e-05,0.0201987,8.31504e-12,1.4425e-05,2.925e-05,6.26617e-10,8,6,11,8,8,
2.98402e-07,1.22799e-06,0.000227227,1.42069e-05,0.000101059,0.0219389,2.74352e-12,4.56618e-06,1.46076e-06,1.48255e-09,8,6,11,8,8,
1.15886e-06,1.00618e-06,0.000150143,0.000159685,0.000295515,0.364165,6.01742e-12,2.49019e-05,4.12813e-06,2.35731e-09,8,6,9,8,8,
2.41553e-06,7.60243e-06,0.00049735,7.50071e-05,0.000347206,0.203071,3.84654e-11,1.47611e-05,1.01641e-05,1.80342e-08,7,6,8,7,7,
1.74134e-06,5.78258e-07,0.00704031,0.000296283,0.00114552,0.010379,5.65319e-12,8.04845e-06,0.000538246,7.05138e-10,7,6,8,7,7,
2.14306e-06,3.23321e-07,0.00012216,0.00049989,1.24824e-05,0.0878266,5.42394e-12,7.14058e-06,1.20777e-05,2.37134e-09,7,6,8,7,7,
